Tangra v3.8.0.0
Measurments of 3 objects
F:\Archives 2\Astrophoto\Photométrie\Occultations\2025-07-26 (712) Boliviana occults UCAC4 471-125518\PPS\Light\2025-07-26-0158_3-PPS.ser
UntrackedMeasurement Video (SER.8), Time: Timestamp Saving During Recording (SerEmbeddedUtcTime)


Reversed Gamma, Colour, Measured Band, Integration, Digital Filter, Signal Method, Background Method, Instrumental Delay Corrections, Camera, AAV Integration, First Frame, Last Frame, Reversed Camera Response, Video File Format, Acquisition Delay (ms)
1,00,no,Red,no,NoFilter,AperturePhotometry,AverageBackground,Not Required,TimeBox,,0,2993,,SER,0,0

Object, Type, Aperture, Tolerance, FWHM, Measured, StartingX, StartingY, Fixed
1,OccultedStar,17,23,2,00,NaN,yes,483,0,25,0,no
2,ComparisonStar,17,23,,NaN,yes,486,0,353,0,no
3,ComparisonStar,17,23,,NaN,yes,493,0,737,0,no


FrameNo,Time (UT),Signal (1), Background (1),Signal (2), Background (2),Signal (3), Background (3)
1142,[01:58:04.555],689.00,669.00,676.00,700.00,685.00,555.00
1143,[01:58:04.595],703.00,535.00,681.00,688.00,693.00,562.00
1144,[01:58:04.635],685.00,578.00,692.00,685.00,678.00,578.00
1145,[01:58:04.676],690.00,673.00,684.00,694.00,691.00,578.00
1146,[01:58:04.716],676.00,578.00,683.00,683.00,685.00,554.00
1147,[01:58:04.756],691.00,526.00,691.00,693.00,673.00,578.00
1148,[01:58:04.796],689.00,578.00,693.00,681.00,701.00,578.00
1149,[01:58:04.836],676.00,578.00,664.00,679.00,685.00,578.00
1150,[01:58:04.876],690.00,578.00,686.00,671.00,692.00,578.00
1151,[01:58:04.916],681.00,578.00,686.00,688.00,693.00,578.00
1152,[01:58:04.956],700.00,578.00,687.00,688.00,681.00,558.00
1153,[01:58:04.997],676.00,578.00,676.00,670.00,5927.0,4740.0
1154,[01:58:05.037],43264,33383,48317,48356,48392,39862
1155,[01:58:05.077],49779,38514,49276,49402,48356,39766
1156,[01:58:05.118],31999,24434,26150,26234,19282,16030
1157,[01:58:05.157],688.00,578.00,690.00,686.00,686.00,578.00
1158,[01:58:05.197],663.00,578.00,677.00,680.00,703.00,578.00
1159,[01:58:05.237],671.00,578.00,684.00,692.00,682.00,565.00
1160,[01:58:05.278],692.00,578.00,686.00,679.00,678.00,578.00
1161,[01:58:05.318],681.00,522.00,674.00,680.00,695.00,578.00
1162,[01:58:05.357],683.00,578.00,681.00,677.00,676.00,578.00
1163,[01:58:05.398],671.00,542.00,705.00,687.00,698.00,578.00
1164,[01:58:05.438],697.00,578.00,709.00,694.00,702.00,578.00
1165,[01:58:05.478],669.00,578.00,685.00,677.00,678.00,578.00
1166,[01:58:05.518],665.00,530.00,683.00,685.00,678.00,578.00
1167,[01:58:05.558],684.00,578.00,686.00,675.00,686.00,578.00
1168,[01:58:05.599],694.00,578.00,686.00,688.00,693.00,578.00
1169,[01:58:05.638],693.00,523.00,672.00,663.00,691.00,578.00
1170,[01:58:05.678],690.00,578.00,685.00,681.00,673.00,558.00
1171,[01:58:05.718],704.00,578.00,690.00,710.00,672.00,569.00
1172,[01:58:05.759],676.00,578.00,694.00,664.00,685.00,559.00
1173,[01:58:05.799],694.00,578.00,684.00,680.00,694.00,578.00
1174,[01:58:05.839],664.00,537.00,696.00,680.00,689.00,555.00
1175,[01:58:05.879],682.00,518.00,678.00,677.00,677.00,578.00
1176,[01:58:05.919],674.00,578.00,690.00,689.00,673.00,578.00
1177,[01:58:05.959],684.00,671.00,672.00,677.00,675.00,578.00
1178,[01:58:06.000],682.00,578.00,2871.0,2835.0,9126.0,9048.0
1179,[01:58:06.039],46633,36072,49247,49241,48365,39987
1180,[01:58:06.079],49850,38268,49139,49291,48530,39795
1181,[01:58:06.119],27427,20929,21618,21483,14860,12375
1182,[01:58:06.160],682.00,518.00,690.00,667.00,682.00,568.00
1183,[01:58:06.200],683.00,578.00,698.00,678.00,695.00,578.00
1184,[01:58:06.240],689.00,578.00,689.00,675.00,686.00,578.00
1185,[01:58:06.280],668.00,578.00,684.00,689.00,703.00,556.00
1186,[01:58:06.320],688.00,578.00,670.00,689.00,677.00,565.00
1187,[01:58:06.360],671.00,528.00,699.00,688.00,686.00,578.00
1188,[01:58:06.400],689.00,578.00,679.00,683.00,669.00,578.00
1189,[01:58:06.440],693.00,670.00,676.00,683.00,680.00,578.00
1190,[01:58:06.480],684.00,578.00,681.00,673.00,669.00,578.00
1191,[01:58:06.521],676.00,525.00,691.00,700.00,707.00,558.00
1192,[01:58:06.561],686.00,520.00,683.00,688.00,688.00,556.00
1193,[01:58:06.601],681.00,520.00,689.00,683.00,696.00,551.00
1194,[01:58:06.641],664.00,529.00,678.00,688.00,681.00,576.00
1195,[01:58:06.681],688.00,578.00,681.00,678.00,688.00,569.00
1196,[01:58:06.721],700.00,519.00,685.00,685.00,664.00,578.00
1197,[01:58:06.761],686.00,673.00,675.00,690.00,686.00,571.00
1198,[01:58:06.802],702.00,541.00,687.00,679.00,679.00,573.00
1199,[01:58:06.841],681.00,578.00,698.00,677.00,689.00,578.00
1200,[01:58:06.882],683.00,578.00,692.00,682.00,669.00,578.00
1201,[01:58:06.921],670.00,578.00,690.00,679.00,677.00,578.00
1202,[01:58:06.962],671.00,533.00,675.00,694.00,697.00,578.00
1203,[01:58:07.002],730.00,707.00,6194.0,6136.0,12419,10104
1204,[01:58:07.042],49595,38312,49228,49226,48483,40009
1205,[01:58:07.082],49760,38264,49424,49191,48267,48453
1206,[01:58:07.122],25301,19304,19571,19549,12915,13015
1207,[01:58:07.162],680.00,533.00,683.00,686.00,680.00,578.00
1208,[01:58:07.202],692.00,578.00,671.00,687.00,685.00,566.00
1209,[01:58:07.242],684.00,578.00,680.00,683.00,690.00,578.00
1210,[01:58:07.283],683.00,578.00,702.00,680.00,681.00,578.00
1211,[01:58:07.323],685.00,578.00,678.00,690.00,689.00,578.00
1212,[01:58:07.363],698.00,532.00,689.00,682.00,689.00,578.00
1213,[01:58:07.403],679.00,578.00,688.00,694.00,686.00,578.00
1214,[01:58:07.443],682.00,578.00,684.00,685.00,690.00,578.00
1215,[01:58:07.483],678.00,578.00,677.00,682.00,678.00,578.00
1216,[01:58:07.523],684.00,531.00,677.00,683.00,685.00,578.00
1217,[01:58:07.563],683.00,578.00,686.00,683.00,682.00,578.00
1218,[01:58:07.603],676.00,524.00,681.00,682.00,684.00,555.00
1219,[01:58:07.644],676.00,578.00,698.00,698.00,686.00,565.00
1220,[01:58:07.684],679.00,520.00,698.00,691.00,681.00,568.00
1221,[01:58:07.724],688.00,578.00,701.00,663.00,697.00,578.00
1222,[01:58:07.764],692.00,673.00,693.00,677.00,669.00,561.00
1223,[01:58:07.804],695.00,673.00,693.00,675.00,695.00,578.00
1224,[01:58:07.844],678.00,578.00,675.00,687.00,706.00,578.00
1225,[01:58:07.884],672.00,578.00,697.00,672.00,673.00,578.00
1226,[01:58:07.924],687.00,578.00,699.00,694.00,705.00,569.00
1227,[01:58:07.964],683.00,672.00,683.00,690.00,690.00,578.00
1228,[01:58:08.004],3961.0,4288.0,9379.0,9509.0,15540,12889
1229,[01:58:08.045],49990,38318,49341,49277,48360,48645
1230,[01:58:08.085],49856,38276,49149,49204,48342,39843
1231,[01:58:08.125],22073,16900,16233,16209,9729.0,8070.0
1232,[01:58:08.165],670.00,528.00,691.00,679.00,706.00,575.00
1233,[01:58:08.205],676.00,578.00,683.00,684.00,688.00,578.00
1234,[01:58:08.245],687.00,578.00,688.00,676.00,685.00,578.00
1235,[01:58:08.285],677.00,531.00,685.00,688.00,694.00,578.00
1236,[01:58:08.326],686.00,578.00,685.00,679.00,692.00,578.00
1237,[01:58:08.365],702.00,578.00,686.00,675.00,683.00,578.00
1238,[01:58:08.406],684.00,525.00,668.00,699.00,671.00,578.00
1239,[01:58:08.446],659.00,675.00,673.00,698.00,704.00,578.00
1240,[01:58:08.486],682.00,534.00,707.00,675.00,681.00,578.00
1241,[01:58:08.526],687.00,524.00,661.00,676.00,694.00,558.00
1242,[01:58:08.566],674.00,520.00,684.00,692.00,692.00,578.00
1243,[01:58:08.606],685.00,578.00,705.00,700.00,692.00,578.00
1244,[01:58:08.646],691.00,520.00,685.00,691.00,684.00,578.00
1245,[01:58:08.686],692.00,578.00,674.00,680.00,670.00,567.00
1246,[01:58:08.726],682.00,578.00,674.00,679.00,687.00,558.00
1247,[01:58:08.767],686.00,578.00,690.00,683.00,689.00,559.00
1248,[01:58:08.807],665.00,578.00,716.00,682.00,687.00,578.00
1249,[01:58:08.847],682.00,578.00,675.00,697.00,673.00,578.00
1250,[01:58:08.887],671.00,578.00,676.00,676.00,681.00,552.00
1251,[01:58:08.927],701.00,578.00,686.00,685.00,683.00,578.00
1252,[01:58:08.967],693.00,535.00,683.00,700.00,697.00,568.00
1253,[01:58:09.007],7315.0,5754.0,12803,12705,18915,15526
1254,[01:58:09.047],49733,38392,49162,49214,48423,39845
1255,[01:58:09.087],49650,38231,49381,49180,48488,48330
1256,[01:58:09.128],18694,14268,13061,12980,6505.0,5414.0
1257,[01:58:09.168],684.00,578.00,687.00,688.00,686.00,578.00
1258,[01:58:09.208],693.00,578.00,691.00,681.00,675.00,578.00
1259,[01:58:09.248],668.00,578.00,687.00,672.00,687.00,578.00
1260,[01:58:09.288],700.00,521.00,683.00,679.00,699.00,578.00
1261,[01:58:09.328],681.00,578.00,697.00,695.00,692.00,578.00
1262,[01:58:09.368],688.00,540.00,689.00,687.00,695.00,578.00
1263,[01:58:09.408],670.00,578.00,678.00,676.00,678.00,576.00
1264,[01:58:09.449],688.00,578.00,678.00,688.00,684.00,557.00
1265,[01:58:09.489],681.00,521.00,684.00,670.00,685.00,582.00
1266,[01:58:09.529],704.00,530.00,694.00,688.00,677.00,564.00
1267,[01:58:09.569],671.00,525.00,687.00,677.00,673.00,561.00
1268,[01:58:09.609],683.00,518.00,680.00,692.00,671.00,578.00
1269,[01:58:09.650],700.00,540.00,684.00,666.00,684.00,578.00
1270,[01:58:09.689],686.00,578.00,692.00,667.00,679.00,578.00
1271,[01:58:09.729],690.00,535.00,684.00,697.00,698.00,578.00
1272,[01:58:09.769],674.00,524.00,681.00,692.00,679.00,576.00
1273,[01:58:09.810],683.00,578.00,684.00,683.00,679.00,578.00
1274,[01:58:09.850],701.00,578.00,695.00,698.00,682.00,578.00
1275,[01:58:09.890],674.00,530.00,687.00,700.00,696.00,564.00
1276,[01:58:09.930],686.00,672.00,691.00,679.00,688.00,561.00
1277,[01:58:09.970],682.00,578.00,677.00,676.00,675.00,566.00
1278,[01:58:10.010],10850,8317.0,16189,16129,22286,22086
1279,[01:58:10.051],49785,38177,49216,49379,48468,39998
1280,[01:58:10.090],49921,38332,49196,49167,48272,39942
1281,[01:58:10.130],15420,11744,9800.0,9718.0,3311.0,2805.0
1282,[01:58:10.170],693.00,578.00,688.00,677.00,693.00,578.00
1283,[01:58:10.210],687.00,670.00,683.00,668.00,710.00,578.00
1284,[01:58:10.251],674.00,578.00,682.00,668.00,675.00,578.00
1285,[01:58:10.291],687.00,526.00,697.00,694.00,694.00,572.00
1286,[01:58:10.331],681.00,532.00,683.00,688.00,690.00,571.00
1287,[01:58:10.371],694.00,519.00,676.00,696.00,679.00,553.00
1288,[01:58:10.411],692.00,578.00,681.00,683.00,690.00,554.00
1289,[01:58:10.451],681.00,578.00,693.00,698.00,694.00,578.00
1290,[01:58:10.491],675.00,524.00,686.00,697.00,675.00,578.00
1291,[01:58:10.532],679.00,578.00,687.00,683.00,694.00,564.00
1292,[01:58:10.571],671.00,674.00,680.00,674.00,673.00,578.00
1293,[01:58:10.612],683.00,578.00,694.00,683.00,675.00,578.00
1294,[01:58:10.652],685.00,677.00,681.00,677.00,692.00,578.00
1295,[01:58:10.692],694.00,578.00,668.00,690.00,679.00,558.00
1296,[01:58:10.732],697.00,578.00,681.00,682.00,676.00,578.00
1297,[01:58:10.772],685.00,578.00,686.00,694.00,691.00,568.00
1298,[01:58:10.812],691.00,578.00,701.00,678.00,681.00,578.00
1299,[01:58:10.852],676.00,578.00,687.00,689.00,689.00,578.00
1300,[01:58:10.892],677.00,512.00,683.00,682.00,679.00,578.00
1301,[01:58:10.933],683.00,578.00,696.00,683.00,691.00,559.00
1302,[01:58:10.973],683.00,578.00,691.00,695.00,681.00,564.00
1303,[01:58:11.013],14086,10965,19399,19595,25487,20885
1304,[01:58:11.053],49769,38318,49132,49335,48206,40006
1305,[01:58:11.093],49808,38418,49362,49130,46857,38690
1306,[01:58:11.133],10898,8253.0,5262.0,5285.0,701.00,578.00
1307,[01:58:11.173],677.00,578.00,694.00,687.00,698.00,567.00
1308,[01:58:11.213],691.00,578.00,685.00,687.00,686.00,578.00
1309,[01:58:11.253],692.00,514.00,698.00,701.00,693.00,567.00
1310,[01:58:11.294],689.00,578.00,681.00,682.00,687.00,578.00
1311,[01:58:11.333],675.00,578.00,688.00,683.00,701.00,578.00
1312,[01:58:11.374],697.00,578.00,678.00,681.00,697.00,543.00
1313,[01:58:11.414],672.00,672.00,674.00,677.00,673.00,578.00
1314,[01:58:11.454],672.00,578.00,688.00,698.00,683.00,578.00
1315,[01:58:11.495],685.00,517.00,688.00,691.00,695.00,551.00
1316,[01:58:11.534],692.00,578.00,697.00,687.00,685.00,566.00
1317,[01:58:11.574],676.00,578.00,683.00,685.00,684.00,562.00
1318,[01:58:11.614],669.00,524.00,689.00,700.00,686.00,578.00
1319,[01:58:11.654],701.00,526.00,685.00,689.00,680.00,578.00
1320,[01:58:11.695],682.00,535.00,681.00,689.00,702.00,578.00
1321,[01:58:11.735],681.00,578.00,675.00,701.00,676.00,578.00
1322,[01:58:11.775],682.00,537.00,685.00,689.00,675.00,565.00
1323,[01:58:11.815],697.00,578.00,673.00,688.00,687.00,578.00
1324,[01:58:11.855],672.00,578.00,684.00,687.00,674.00,558.00
1325,[01:58:11.895],678.00,532.00,695.00,701.00,690.00,578.00
1326,[01:58:11.935],690.00,537.00,675.00,690.00,702.00,578.00
1327,[01:58:11.976],681.00,526.00,686.00,682.00,678.00,578.00
1328,[01:58:12.016],17456,13599,22851,22902,28654,28688
1329,[01:58:12.056],49895,38394,49211,49188,48469,39848
1330,[01:58:12.096],49753,38329,49210,49251,44843,36974
1331,[01:58:12.136],8764.0,6648.0,3286.0,3267.0,684.00,578.00
1332,[01:58:12.176],696.00,578.00,690.00,696.00,696.00,578.00
1333,[01:58:12.216],687.00,578.00,698.00,680.00,699.00,578.00
1334,[01:58:12.256],680.00,578.00,689.00,683.00,689.00,578.00
1335,[01:58:12.296],674.00,578.00,687.00,688.00,674.00,572.00
1336,[01:58:12.336],698.00,525.00,682.00,694.00,684.00,578.00
1337,[01:58:12.377],694.00,521.00,687.00,674.00,686.00,561.00
1338,[01:58:12.417],678.00,529.00,699.00,683.00,679.00,578.00
1339,[01:58:12.457],677.00,578.00,677.00,681.00,693.00,556.00
1340,[01:58:12.497],678.00,532.00,675.00,672.00,686.00,578.00
1341,[01:58:12.537],688.00,578.00,685.00,698.00,708.00,578.00
1342,[01:58:12.577],689.00,520.00,699.00,685.00,681.00,557.00
1343,[01:58:12.618],697.00,674.00,688.00,689.00,677.00,560.00
1344,[01:58:12.657],679.00,578.00,690.00,700.00,679.00,577.00
1345,[01:58:12.697],698.00,578.00,684.00,685.00,686.00,578.00
1346,[01:58:12.738],693.00,578.00,668.00,687.00,682.00,574.00
1347,[01:58:12.778],689.00,578.00,685.00,693.00,667.00,578.00
1348,[01:58:12.818],698.00,578.00,677.00,684.00,679.00,578.00
1349,[01:58:12.858],699.00,530.00,685.00,686.00,680.00,578.00
1350,[01:58:12.899],686.00,578.00,671.00,683.00,687.00,578.00
1351,[01:58:12.938],701.00,543.00,684.00,674.00,680.00,578.00
1352,[01:58:12.978],713.00,578.00,700.00,677.00,687.00,556.00
1353,[01:58:13.018],20852,16210,26108,26067,32191,26302
1354,[01:58:13.059],49866,38283,49297,49419,48400,40041
1355,[01:58:13.099],49627,38245,47581,47387,40203,33314
1356,[01:58:13.139],4330.0,3123.0,684.00,684.00,685.00,562.00
1357,[01:58:13.179],689.00,578.00,699.00,687.00,684.00,575.00
1358,[01:58:13.219],690.00,578.00,693.00,707.00,684.00,557.00
1359,[01:58:13.259],676.00,666.00,695.00,681.00,682.00,578.00
1360,[01:58:13.299],676.00,534.00,688.00,687.00,684.00,578.00
1361,[01:58:13.339],677.00,578.00,688.00,683.00,688.00,578.00
1362,[01:58:13.379],688.00,528.00,689.00,683.00,684.00,578.00
1363,[01:58:13.419],685.00,578.00,710.00,685.00,676.00,578.00
1364,[01:58:13.460],689.00,578.00,687.00,682.00,694.00,572.00
1365,[01:58:13.500],675.00,578.00,691.00,684.00,690.00,578.00
1366,[01:58:13.540],695.00,530.00,672.00,680.00,675.00,568.00
1367,[01:58:13.580],694.00,534.00,691.00,677.00,689.00,578.00
1368,[01:58:13.620],675.00,578.00,696.00,694.00,690.00,578.00
1369,[01:58:13.660],687.00,578.00,673.00,700.00,676.00,578.00
1370,[01:58:13.701],702.00,578.00,669.00,677.00,697.00,578.00
1371,[01:58:13.740],686.00,578.00,685.00,685.00,687.00,578.00
1372,[01:58:13.781],688.00,578.00,688.00,686.00,690.00,578.00
1373,[01:58:13.820],697.00,524.00,673.00,672.00,690.00,578.00
1374,[01:58:13.861],714.00,662.00,675.00,686.00,700.00,578.00
1375,[01:58:13.901],683.00,520.00,667.00,687.00,666.00,578.00
1376,[01:58:13.941],687.00,578.00,692.00,710.00,680.00,557.00
1377,[01:58:13.981],696.00,521.00,685.00,688.00,696.00,568.00
1378,[01:58:14.021],24285,18833,29418,29478,35402,29101
1379,[01:58:14.061],49878,38155,49209,49278,48416,39834
1380,[01:58:14.101],49823,38295,44152,44088,37069,37271
1381,[01:58:14.141],1028.0,721.00,692.00,688.00,689.00,563.00
1382,[01:58:14.181],683.00,578.00,693.00,695.00,679.00,578.00
1383,[01:58:14.222],693.00,578.00,676.00,688.00,680.00,578.00
1384,[01:58:14.262],693.00,532.00,693.00,687.00,683.00,578.00
1385,[01:58:14.302],686.00,671.00,680.00,683.00,685.00,578.00
1386,[01:58:14.342],685.00,520.00,695.00,694.00,696.00,564.00
1387,[01:58:14.382],685.00,673.00,689.00,678.00,692.00,578.00
1388,[01:58:14.422],703.00,578.00,682.00,677.00,686.00,578.00
1389,[01:58:14.462],685.00,578.00,688.00,679.00,674.00,558.00
1390,[01:58:14.502],671.00,675.00,703.00,678.00,671.00,578.00
1391,[01:58:14.542],669.00,541.00,688.00,677.00,695.00,569.00
1392,[01:58:14.583],681.00,578.00,676.00,688.00,676.00,563.00
1393,[01:58:14.623],697.00,527.00,681.00,667.00,690.00,574.00
1394,[01:58:14.663],697.00,578.00,680.00,686.00,668.00,574.00
1395,[01:58:14.703],679.00,578.00,686.00,689.00,681.00,565.00
1396,[01:58:14.744],683.00,578.00,688.00,680.00,681.00,578.00
1397,[01:58:14.784],686.00,578.00,693.00,668.00,670.00,578.00
1398,[01:58:14.823],689.00,536.00,689.00,707.00,683.00,566.00
1399,[01:58:14.864],681.00,540.00,693.00,684.00,690.00,578.00
1400,[01:58:14.903],690.00,578.00,686.00,670.00,690.00,578.00
1401,[01:58:14.944],691.00,522.00,685.00,684.00,693.00,565.00
1402,[01:58:14.986],690.00,524.00,678.00,677.00,692.00,578.00
1403,[01:58:15.024],27589,21366,32741,32791,38569,31819
1404,[01:58:15.065],49857,38250,49245,49107,48539,39911
1405,[01:58:15.104],45564,34981,39602,39458,32549,27050
1406,[01:58:15.144],681.00,578.00,692.00,693.00,685.00,578.00
1407,[01:58:15.184],678.00,578.00,684.00,686.00,702.00,578.00
1408,[01:58:15.224],685.00,578.00,694.00,689.00,690.00,578.00
1409,[01:58:15.264],691.00,578.00,687.00,698.00,679.00,560.00
1410,[01:58:15.304],674.00,530.00,683.00,680.00,686.00,564.00
1411,[01:58:15.345],690.00,578.00,679.00,698.00,681.00,566.00
1412,[01:58:15.385],687.00,578.00,695.00,679.00,689.00,555.00
1413,[01:58:15.425],684.00,524.00,697.00,686.00,677.00,578.00
1414,[01:58:15.465],683.00,527.00,685.00,695.00,685.00,572.00
1415,[01:58:15.505],689.00,578.00,695.00,681.00,685.00,578.00
1416,[01:58:15.545],698.00,578.00,685.00,673.00,679.00,556.00
1417,[01:58:15.586],686.00,578.00,693.00,689.00,681.00,578.00
1418,[01:58:15.625],676.00,531.00,695.00,695.00,682.00,569.00
1419,[01:58:15.666],700.00,578.00,684.00,695.00,667.00,564.00
1420,[01:58:15.706],679.00,530.00,701.00,682.00,675.00,558.00
1421,[01:58:15.746],695.00,578.00,679.00,688.00,669.00,561.00
1422,[01:58:15.786],679.00,578.00,690.00,694.00,688.00,555.00
1423,[01:58:15.826],683.00,578.00,696.00,679.00,700.00,562.00
1424,[01:58:15.867],682.00,578.00,673.00,682.00,673.00,578.00
1425,[01:58:15.906],685.00,541.00,688.00,700.00,682.00,578.00
1426,[01:58:15.946],686.00,578.00,682.00,691.00,687.00,578.00
1427,[01:58:15.986],671.00,578.00,705.00,683.00,694.00,578.00
1428,[01:58:16.027],30944,23974,36190,36088,41797,34438
1429,[01:58:16.067],49872,38191,49172,49222,48530,39798
1430,[01:58:16.107],43495,33294,37589,37610,30636,25352
1431,[01:58:16.147],688.00,675.00,681.00,690.00,705.00,570.00
1432,[01:58:16.187],666.00,578.00,686.00,685.00,690.00,556.00
1433,[01:58:16.227],693.00,526.00,671.00,682.00,685.00,578.00
1434,[01:58:16.267],697.00,578.00,677.00,688.00,689.00,578.00
1435,[01:58:16.307],674.00,524.00,686.00,682.00,672.00,578.00
1436,[01:58:16.347],693.00,521.00,686.00,683.00,693.00,578.00
1437,[01:58:16.388],681.00,674.00,693.00,693.00,671.00,578.00
1438,[01:58:16.428],682.00,578.00,703.00,695.00,683.00,575.00
1439,[01:58:16.468],679.00,675.00,703.00,689.00,695.00,568.00
1440,[01:58:16.508],678.00,578.00,698.00,685.00,681.00,549.00
1441,[01:58:16.548],673.00,578.00,685.00,679.00,675.00,578.00
1442,[01:58:16.588],681.00,525.00,677.00,674.00,688.00,578.00
1443,[01:58:16.629],678.00,530.00,685.00,683.00,694.00,578.00
1444,[01:58:16.668],684.00,532.00,681.00,677.00,671.00,568.00
1445,[01:58:16.708],683.00,525.00,695.00,672.00,685.00,578.00
1446,[01:58:16.749],678.00,524.00,662.00,677.00,693.00,578.00
1447,[01:58:16.789],690.00,578.00,691.00,672.00,667.00,564.00
1448,[01:58:16.829],704.00,578.00,682.00,680.00,676.00,568.00
1449,[01:58:16.869],680.00,578.00,691.00,690.00,703.00,578.00
1450,[01:58:16.909],679.00,578.00,699.00,691.00,694.00,578.00
1451,[01:58:16.949],681.00,533.00,683.00,680.00,677.00,558.00
1452,[01:58:16.989],688.00,578.00,674.00,683.00,687.00,578.00
1453,[01:58:17.029],34395,26587,39562,39732,44994,37291
1454,[01:58:17.069],49761,38280,49140,49245,48436,39966
1455,[01:58:17.110],40262,30930,34290,34290,27483,22651
1456,[01:58:17.150],707.00,541.00,686.00,693.00,686.00,560.00
1457,[01:58:17.190],682.00,544.00,673.00,673.00,698.00,548.00
1458,[01:58:17.230],682.00,578.00,696.00,692.00,680.00,578.00
1459,[01:58:17.270],689.00,578.00,703.00,674.00,686.00,569.00
1460,[01:58:17.310],685.00,578.00,688.00,694.00,688.00,578.00
1461,[01:58:17.351],688.00,578.00,691.00,674.00,678.00,578.00
1462,[01:58:17.390],688.00,671.00,683.00,689.00,690.00,578.00
1463,[01:58:17.430],692.00,524.00,689.00,683.00,687.00,578.00
1464,[01:58:17.470],685.00,673.00,682.00,694.00,704.00,559.00
1465,[01:58:17.511],702.00,531.00,686.00,683.00,698.00,578.00
1466,[01:58:17.552],686.00,671.00,682.00,679.00,681.00,578.00
1467,[01:58:17.591],685.00,673.00,680.00,696.00,688.00,578.00
1468,[01:58:17.631],686.00,578.00,686.00,687.00,682.00,578.00
1469,[01:58:17.671],689.00,522.00,671.00,688.00,679.00,578.00
1470,[01:58:17.711],682.00,578.00,688.00,683.00,678.00,578.00
1471,[01:58:17.752],695.00,534.00,677.00,694.00,676.00,578.00
1472,[01:58:17.791],681.00,535.00,689.00,684.00,668.00,578.00
1473,[01:58:17.832],692.00,664.00,692.00,677.00,674.00,546.00
1474,[01:58:17.872],688.00,521.00,681.00,692.00,684.00,578.00
1475,[01:58:17.912],676.00,531.00,699.00,673.00,679.00,578.00
1476,[01:58:17.952],682.00,537.00,683.00,688.00,675.00,559.00
1477,[01:58:17.992],692.00,578.00,686.00,688.00,686.00,621.00
1478,[01:58:18.033],37597,29131,42727,42883,48525,39910
1479,[01:58:18.072],49666,38302,49180,49208,48262,39953
1480,[01:58:18.112],36973,28232,30983,31135,24120,24231
1481,[01:58:18.152],701.00,578.00,697.00,675.00,689.00,578.00
1482,[01:58:18.192],691.00,537.00,686.00,691.00,689.00,574.00
1483,[01:58:18.233],685.00,578.00,677.00,694.00,686.00,569.00
1484,[01:58:18.273],684.00,533.00,700.00,681.00,686.00,578.00
1485,[01:58:18.313],702.00,671.00,688.00,665.00,691.00,578.00
1486,[01:58:18.353],669.00,578.00,677.00,670.00,683.00,578.00
1487,[01:58:18.393],677.00,578.00,686.00,689.00,698.00,557.00
1488,[01:58:18.433],684.00,578.00,670.00,672.00,681.00,564.00
1489,[01:58:18.473],674.00,535.00,684.00,701.00,690.00,578.00
1490,[01:58:18.513],677.00,672.00,702.00,697.00,674.00,559.00
1491,[01:58:18.553],685.00,578.00,686.00,684.00,689.00,578.00
1492,[01:58:18.593],687.00,535.00,682.00,684.00,681.00,581.00
